Hours Studied,Previous Scores,Extracurricular Activities,Sleep Hours,Sample Question Papers Practiced,Performance Index,StudyEfficiency
8,75,0,4,3,68.0,1.6
2,72,0,9,1,52.0,0.2
8,70,0,8,3,64.0,0.8888888888888888
3,60,1,6,1,38.0,0.42857142857142855
7,66,1,8,7,60.0,0.7777777777777778
3,66,0,4,6,45.0,0.6
7,47,1,7,9,39.0,0.875
2,95,0,4,1,75.0,0.4
6,76,1,8,1,67.0,0.6666666666666666
3,71,1,4,1,48.0,0.6
3,65,1,4,0,44.0,0.6
9,41,1,8,5,37.0,1.0
7,51,1,8,5,41.0,0.7777777777777778
5,61,0,7,0,47.0,0.625
7,56,0,8,0,45.0,0.7777777777777778
9,46,0,7,5,43.0,1.125
1,82,1,5,5,54.0,0.16666666666666666
7,43,0,5,3,32.0,1.1666666666666667
6,76,0,8,2,64.0,0.6666666666666666
9,77,1,4,8,74.0,1.8
1,71,1,6,5,50.0,0.14285714285714285
4,50,0,4,0,33.0,0.8
9,40,0,8,2,36.0,1.0
4,64,0,7,0,45.0,0.5
3,81,0,4,2,58.0,0.6
9,91,0,5,1,85.0,1.5
2,63,1,9,4,41.0,0.2
4,92,0,8,2,78.0,0.4444444444444444
6,82,0,4,6,63.0,1.2
2,95,0,9,7,76.0,0.2
8,56,0,4,6,51.0,1.6
8,47,0,7,1,36.0,1.0
1,98,0,7,9,74.0,0.125
3,84,1,7,9,65.0,0.375
9,66,1,9,6,65.0,0.9
5,91,1,6,9,79.0,0.7142857142857143
6,57,0,9,2,46.0,0.6
4,66,0,8,6,47.0,0.4444444444444444
2,61,1,8,0,42.0,0.2222222222222222
8,55,0,5,1,46.0,1.3333333333333333
6,41,0,5,9,34.0,1.0
5,44,0,8,0,27.0,0.5555555555555556
9,57,1,4,8,52.0,1.8
1,42,1,8,1,17.0,0.1111111111111111
5,66,1,6,1,53.0,0.7142857142857143
6,93,0,5,5,84.0,1.0
5,56,1,5,6,39.0,0.8333333333333334
6,55,1,9,1,44.0,0.6
6,45,1,5,3,36.0,1.0
7,90,0,8,2,81.0,0.7777777777777778
4,46,1,5,4,30.0,0.6666666666666666
8,89,1,5,8,80.0,1.3333333333333333
7,53,0,9,1,41.0,0.7
9,77,1,8,4,77.0,1.0
7,79,0,4,7,69.0,1.4
3,54,0,5,5,34.0,0.5
3,86,1,5,3,64.0,0.5
8,86,1,5,9,78.0,1.3333333333333333
5,87,1,6,7,74.0,0.7142857142857143
4,72,0,8,2,52.0,0.4444444444444444
8,82,1,5,3,76.0,1.3333333333333333
6,66,1,6,8,53.0,0.8571428571428571
2,68,1,4,4,46.0,0.4
4,96,0,4,5,77.0,0.8
4,76,0,9,1,59.0,0.4
6,44,0,9,8,35.0,0.6
6,68,1,9,7,61.0,0.6
1,71,1,6,6,46.0,0.14285714285714285
8,99,0,4,8,97.0,1.6
6,92,1,9,4,86.0,0.6
3,45,1,7,4,24.0,0.375
9,41,0,9,8,37.0,0.9
2,45,0,4,4,18.0,0.4
8,85,0,7,8,84.0,1.0
3,82,1,6,0,59.0,0.42857142857142855
5,43,1,7,9,29.0,0.625
6,95,1,4,9,84.0,1.2
6,68,0,5,7,60.0,1.0
4,98,0,7,2,78.0,0.5
3,64,1,4,7,46.0,0.6
4,48,0,9,4,31.0,0.4
1,95,0,5,1,68.0,0.16666666666666666
4,42,1,6,8,25.0,0.5714285714285714
1,65,0,6,3,37.0,0.14285714285714285
1,87,1,8,6,62.0,0.1111111111111111
6,82,0,6,7,69.0,0.8571428571428571
5,66,1,8,6,50.0,0.5555555555555556
4,75,0,6,5,55.0,0.5714285714285714
3,71,1,6,6,54.0,0.42857142857142855
1,40,0,6,3,12.0,0.14285714285714285
6,96,0,8,9,88.0,0.6666666666666666
2,92,0,9,0,69.0,0.2
8,93,0,8,4,88.0,0.8888888888888888
5,55,0,7,7,41.0,0.625
7,90,1,4,9,83.0,1.4
2,87,1,4,5,62.0,0.4
8,50,1,9,4,45.0,0.8
2,65,0,4,1,42.0,0.4
4,79,1,6,9,65.0,0.5714285714285714
1,94,0,9,4,73.0,0.1
5,40,0,4,9,23.0,1.0
9,65,1,8,2,61.0,1.0
1,67,1,7,1,41.0,0.125
9,92,0,5,2,85.0,1.5
8,97,0,7,3,93.0,1.0
6,48,1,4,1,35.0,1.2
7,99,1,9,3,92.0,0.7
3,98,0,4,3,79.0,0.6
1,83,0,8,5,57.0,0.1111111111111111
5,61,1,7,4,49.0,0.625
2,47,0,8,6,28.0,0.2222222222222222
5,97,0,8,6,85.0,0.5555555555555556
8,88,1,5,2,82.0,1.3333333333333333
9,81,1,8,8,80.0,1.0
2,66,0,8,6,41.0,0.2222222222222222
3,78,0,5,6,57.0,0.5
3,58,1,6,1,41.0,0.42857142857142855
1,64,0,6,9,43.0,0.14285714285714285
8,77,1,9,2,73.0,0.8
6,60,0,5,2,46.0,1.0
8,63,1,9,5,61.0,0.8
9,63,0,9,3,61.0,0.9
5,99,0,8,3,87.0,0.5555555555555556
3,99,0,9,0,78.0,0.3
5,58,1,4,5,43.0,1.0
5,89,1,7,7,75.0,0.625
5,86,1,4,7,72.0,1.0
3,41,0,4,7,18.0,0.6
4,53,0,8,4,36.0,0.4444444444444444
9,92,1,7,9,92.0,1.125
9,71,1,9,5,71.0,0.9
2,81,0,7,4,58.0,0.25
8,71,0,9,3,69.0,0.8
8,67,0,6,3,58.0,1.1428571428571428
7,87,0,5,3,74.0,1.1666666666666667
8,78,1,8,3,72.0,0.8888888888888888
3,79,1,9,5,61.0,0.3
6,81,0,9,5,74.0,0.6
1,86,0,7,4,60.0,0.125
7,79,0,8,8,70.0,0.7777777777777778
1,52,1,9,7,27.0,0.1
9,51,1,6,9,49.0,1.2857142857142858
1,47,0,4,5,17.0,0.2
1,54,0,9,8,34.0,0.1
7,65,0,7,4,51.0,0.875
2,51,0,6,9,27.0,0.2857142857142857
5,82,0,8,3,67.0,0.5555555555555556
8,90,0,9,5,84.0,0.8
8,85,1,6,3,81.0,1.1428571428571428
3,66,1,6,7,45.0,0.42857142857142855
7,57,1,6,6,50.0,1.0
3,84,0,6,4,67.0,0.42857142857142855
6,75,0,6,9,67.0,0.8571428571428571
6,88,0,6,5,77.0,0.8571428571428571
3,90,1,5,6,70.0,0.5
7,66,0,8,1,59.0,0.7777777777777778
3,48,1,4,8,27.0,0.6
8,94,0,8,6,88.0,0.8888888888888888
4,78,0,7,7,60.0,0.5
1,40,0,7,4,14.0,0.125
4,46,1,8,2,27.0,0.4444444444444444
7,65,1,6,1,54.0,1.0
4,46,1,5,1,32.0,0.6666666666666666
6,91,0,4,2,79.0,1.2
9,46,1,9,0,44.0,0.9
1,47,0,9,0,20.0,0.1
5,55,0,6,6,42.0,0.7142857142857143
7,42,1,8,9,33.0,0.7777777777777778
1,84,1,9,7,58.0,0.1
4,49,0,8,5,31.0,0.4444444444444444
6,89,0,5,6,75.0,1.0
2,46,0,5,0,22.0,0.3333333333333333
5,60,0,8,0,46.0,0.5555555555555556
1,92,1,6,8,68.0,0.14285714285714285
6,76,1,6,4,66.0,0.8571428571428571
6,70,1,6,6,60.0,0.8571428571428571
4,62,0,9,5,44.0,0.4
8,96,0,4,3,90.0,1.6
4,66,0,4,0,47.0,0.8
8,95,1,6,3,88.0,1.1428571428571428
8,61,0,8,9,56.0,0.8888888888888888
5,78,0,5,9,66.0,0.8333333333333334
4,96,1,7,7,78.0,0.5
2,66,1,5,0,43.0,0.3333333333333333
3,93,0,5,1,72.0,0.5
3,88,1,7,7,69.0,0.375
4,43,0,6,1,24.0,0.5714285714285714
4,63,1,5,9,47.0,0.6666666666666666
5,62,0,7,8,45.0,0.625
4,87,1,9,2,72.0,0.4
8,58,1,8,2,51.0,0.8888888888888888
6,81,1,8,5,73.0,0.6666666666666666
6,42,1,8,2,28.0,0.6666666666666666
8,66,0,6,8,56.0,1.1428571428571428
7,42,0,5,7,29.0,1.1666666666666667
8,67,1,5,3,60.0,1.3333333333333333
2,56,0,4,5,28.0,0.4
9,70,1,8,7,66.0,1.0
1,49,1,6,3,21.0,0.14285714285714285
8,88,0,7,4,84.0,1.0
4,61,0,6,6,42.0,0.5714285714285714
4,69,0,5,7,51.0,0.6666666666666666
5,88,0,8,6,74.0,0.5555555555555556
8,60,0,4,7,50.0,1.6
5,75,0,9,3,62.0,0.5
8,92,0,6,0,90.0,1.1428571428571428
1,62,1,4,5,32.0,0.2
9,77,0,5,4,71.0,1.5
6,51,1,7,3,37.0,0.75
3,64,0,6,1,42.0,0.42857142857142855
8,93,0,9,0,85.0,0.8
9,96,1,5,8,96.0,1.5
6,59,1,8,1,51.0,0.6666666666666666
7,88,1,6,8,82.0,1.0
1,88,1,4,5,64.0,0.2
5,81,0,6,5,67.0,0.7142857142857143
5,46,0,5,1,32.0,0.8333333333333334
4,68,1,5,5,50.0,0.6666666666666666
6,87,1,4,2,73.0,1.2
7,68,0,9,6,62.0,0.7
1,42,1,6,3,20.0,0.14285714285714285
6,41,0,9,8,33.0,0.6
7,55,0,4,4,43.0,1.4
3,69,1,5,9,49.0,0.5
8,77,1,5,2,70.0,1.3333333333333333
5,45,1,6,0,28.0,0.7142857142857143
9,84,1,5,0,82.0,1.5
5,46,0,6,3,29.0,0.7142857142857143
9,44,1,8,9,42.0,1.0
4,95,0,9,9,79.0,0.4
9,46,0,6,3,41.0,1.2857142857142858
5,73,0,7,8,61.0,0.625
9,71,0,5,7,69.0,1.5
3,88,1,8,3,68.0,0.3333333333333333
4,52,0,9,5,38.0,0.4
9,69,1,4,6,67.0,1.8
6,64,0,7,9,54.0,0.75
2,60,1,4,7,39.0,0.4
7,99,0,7,3,93.0,0.875
2,98,0,8,0,76.0,0.2222222222222222
2,60,1,9,4,39.0,0.2
1,67,1,8,0,38.0,0.1111111111111111
3,87,1,8,3,69.0,0.3333333333333333
6,97,1,7,6,88.0,0.75
8,59,0,6,6,54.0,1.1428571428571428
9,73,0,9,0,68.0,0.9
7,44,0,4,8,33.0,1.4
4,57,0,6,1,40.0,0.5714285714285714
6,99,0,6,4,87.0,0.8571428571428571
5,78,1,5,5,64.0,0.8333333333333334
8,82,1,4,0,70.0,1.6
1,96,0,7,1,70.0,0.125
1,96,1,5,6,72.0,0.16666666666666666
6,50,0,5,5,38.0,1.0
2,93,0,8,5,71.0,0.2222222222222222
5,56,1,7,5,40.0,0.625
1,87,0,6,6,58.0,0.14285714285714285
7,84,1,9,9,77.0,0.7
1,61,0,6,8,38.0,0.14285714285714285
4,76,1,6,8,60.0,0.5714285714285714
9,59,0,8,1,57.0,1.0
1,87,0,6,1,63.0,0.14285714285714285
4,99,1,4,4,82.0,0.8
6,93,0,6,9,84.0,0.8571428571428571
6,93,0,6,6,84.0,0.8571428571428571
8,87,1,4,2,77.0,1.6
1,87,1,8,2,61.0,0.1111111111111111
7,85,1,5,3,73.0,1.1666666666666667
1,45,0,7,2,15.0,0.125
7,73,1,8,2,64.0,0.7777777777777778
3,53,1,6,7,33.0,0.42857142857142855
8,87,1,5,6,78.0,1.3333333333333333
3,62,0,7,6,43.0,0.375
1,59,1,7,9,34.0,0.125
8,52,0,7,1,48.0,1.0
3,86,0,4,8,66.0,0.6
2,83,1,4,5,60.0,0.4
1,80,0,5,2,53.0,0.16666666666666666
3,71,0,6,8,51.0,0.42857142857142855
2,65,0,5,8,43.0,0.3333333333333333
2,89,0,6,5,68.0,0.2857142857142857
6,92,0,8,9,80.0,0.6666666666666666
1,53,1,7,5,26.0,0.125
2,91,1,7,7,70.0,0.25
6,96,1,4,7,85.0,1.2
3,75,0,8,5,57.0,0.3333333333333333
4,47,1,9,6,30.0,0.4
1,79,0,8,3,56.0,0.1111111111111111
8,61,0,6,0,53.0,1.1428571428571428
7,61,0,8,3,52.0,0.7777777777777778
7,55,0,4,7,47.0,1.4
3,66,1,6,7,48.0,0.42857142857142855
3,95,0,5,1,78.0,0.5
2,99,1,6,6,79.0,0.2857142857142857
1,99,1,5,0,75.0,0.16666666666666666
7,49,0,9,1,40.0,0.7
7,64,1,6,7,59.0,1.0
2,70,1,7,9,49.0,0.25
7,60,1,9,3,48.0,0.7
8,66,0,5,2,60.0,1.3333333333333333
1,56,0,4,1,29.0,0.2
9,72,0,9,5,68.0,0.9
7,70,1,9,3,63.0,0.7
3,89,1,9,2,71.0,0.3
8,81,0,5,2,76.0,1.3333333333333333
7,65,0,5,9,57.0,1.1666666666666667
8,60,1,6,2,54.0,1.1428571428571428
6,75,0,7,7,61.0,0.75
9,40,0,9,8,34.0,0.9
5,43,1,6,8,32.0,0.7142857142857143
3,43,1,6,4,23.0,0.42857142857142855
3,65,0,7,0,44.0,0.375
1,43,0,6,9,18.0,0.14285714285714285
8,88,0,7,4,82.0,1.0
2,48,0,4,0,18.0,0.4
3,69,1,7,8,52.0,0.375
8,90,0,8,9,88.0,0.8888888888888888
8,84,0,7,7,78.0,1.0
4,43,1,7,6,26.0,0.5
4,44,1,8,1,26.0,0.4444444444444444
5,84,1,7,1,74.0,0.625
6,62,1,5,3,52.0,1.0
5,55,1,6,8,40.0,0.7142857142857143
7,61,1,6,8,54.0,1.0
2,76,1,4,7,51.0,0.4
7,47,0,4,4,35.0,1.4
7,87,0,8,6,79.0,0.7777777777777778
1,72,1,5,8,45.0,0.16666666666666666
7,94,0,4,2,81.0,1.4
5,99,0,6,3,87.0,0.7142857142857143
3,77,1,4,1,56.0,0.6
3,82,1,4,8,65.0,0.6
4,55,1,7,6,38.0,0.5
2,44,1,4,5,17.0,0.4
2,55,1,8,4,35.0,0.2222222222222222
1,46,0,6,6,20.0,0.14285714285714285
5,90,0,8,2,75.0,0.5555555555555556
4,40,1,8,4,26.0,0.4444444444444444
2,48,1,9,1,23.0,0.2
3,57,0,5,4,38.0,0.5
7,84,0,9,6,78.0,0.7
7,97,0,9,9,91.0,0.7
4,86,1,7,6,67.0,0.5
5,42,1,8,8,31.0,0.5555555555555556
5,63,0,5,2,49.0,0.8333333333333334
6,67,1,6,7,57.0,0.8571428571428571
9,49,0,6,4,45.0,1.2857142857142858
2,48,1,5,6,22.0,0.3333333333333333
5,52,1,8,0,35.0,0.5555555555555556
3,87,0,8,0,65.0,0.3333333333333333
4,74,0,7,3,53.0,0.5
6,93,1,7,4,79.0,0.75
8,62,0,9,9,57.0,0.8
1,86,1,6,2,58.0,0.14285714285714285
8,56,0,7,5,50.0,1.0
7,85,0,5,2,75.0,1.1666666666666667
1,46,1,6,4,17.0,0.14285714285714285
2,91,1,8,0,70.0,0.2222222222222222
3,55,1,6,2,36.0,0.42857142857142855
1,92,0,4,6,61.0,0.2
9,79,0,6,2,78.0,1.2857142857142858
8,75,1,7,4,71.0,1.0
2,59,0,5,6,36.0,0.3333333333333333
9,63,1,8,1,63.0,1.0
7,86,1,8,2,78.0,0.7777777777777778
9,44,1,7,3,39.0,1.125
6,84,1,7,4,70.0,0.75
6,45,1,7,8,34.0,0.75
4,67,0,4,8,49.0,0.8
2,98,0,5,3,71.0,0.3333333333333333
7,44,1,4,8,34.0,1.4
5,88,0,7,3,77.0,0.625
6,78,1,5,1,67.0,1.0
2,77,0,7,9,52.0,0.25
5,41,0,5,0,25.0,0.8333333333333334
4,82,1,8,6,68.0,0.4444444444444444
9,78,0,4,3,76.0,1.8
6,93,1,9,7,85.0,0.6
2,60,0,7,7,40.0,0.25
1,79,1,7,7,56.0,0.125
5,76,1,6,5,62.0,0.7142857142857143
9,98,1,9,8,99.0,0.9
6,57,1,8,3,46.0,0.6666666666666666
7,93,1,7,4,86.0,0.875
5,87,1,4,3,73.0,1.0
6,85,0,8,4,74.0,0.6666666666666666
5,51,1,7,1,37.0,0.625
9,56,0,4,4,50.0,1.8
6,76,1,6,9,65.0,0.8571428571428571
8,85,0,6,7,79.0,1.1428571428571428
2,77,1,4,8,53.0,0.4
9,54,1,8,6,55.0,1.0
5,46,0,4,6,31.0,1.0
7,53,1,9,5,47.0,0.7
1,89,1,4,1,63.0,0.2
5,40,1,6,9,27.0,0.7142857142857143
2,77,1,6,9,53.0,0.2857142857142857
6,42,0,6,8,33.0,0.8571428571428571
1,76,1,9,4,56.0,0.1
3,83,0,7,5,65.0,0.375
5,70,1,9,0,55.0,0.5
4,82,1,7,4,67.0,0.5
3,52,1,9,5,32.0,0.3
5,87,1,5,9,73.0,0.8333333333333334
8,57,0,7,1,45.0,1.0
4,56,1,8,6,43.0,0.4444444444444444
1,56,1,8,3,32.0,0.1111111111111111
7,50,1,6,4,42.0,1.0
8,59,0,9,2,55.0,0.8
3,49,0,4,4,28.0,0.6
6,68,0,6,3,58.0,0.8571428571428571
2,87,0,4,9,67.0,0.4
7,73,1,9,5,66.0,0.7
8,56,1,6,1,46.0,1.1428571428571428
6,93,0,6,2,79.0,0.8571428571428571
6,91,1,8,9,83.0,0.6666666666666666
5,81,1,4,0,63.0,1.0
8,52,0,5,6,45.0,1.3333333333333333
1,83,1,5,8,63.0,0.16666666666666666
4,86,0,6,1,70.0,0.5714285714285714
4,78,0,9,6,58.0,0.4
3,66,0,6,2,50.0,0.42857142857142855
3,93,0,8,4,77.0,0.3333333333333333
4,92,0,4,5,75.0,0.8
1,65,0,6,7,40.0,0.14285714285714285
2,67,1,9,3,43.0,0.2
9,52,1,5,1,47.0,1.5
2,51,1,4,2,22.0,0.4
5,83,0,6,7,71.0,0.7142857142857143
9,67,0,4,6,63.0,1.8
9,41,0,8,5,37.0,1.0
8,76,1,5,4,72.0,1.3333333333333333
1,96,1,9,4,73.0,0.1
1,96,0,4,0,72.0,0.2
9,73,0,5,5,68.0,1.5
8,62,0,6,8,59.0,1.1428571428571428
9,97,0,9,7,97.0,0.9
7,91,0,9,9,83.0,0.7
3,84,1,7,0,65.0,0.375
3,68,0,4,5,47.0,0.6
2,74,0,5,2,51.0,0.3333333333333333
5,50,0,4,5,32.0,1.0
3,87,0,6,8,63.0,0.42857142857142855
6,72,1,6,5,60.0,0.8571428571428571
2,90,0,9,7,70.0,0.2
3,50,0,9,5,32.0,0.3
5,48,0,5,5,32.0,0.8333333333333334
1,53,1,8,6,29.0,0.1111111111111111
1,48,0,4,9,21.0,0.2
9,78,1,4,3,74.0,1.8
7,87,0,6,7,81.0,1.0
1,42,0,4,3,11.0,0.2
8,68,0,5,6,65.0,1.3333333333333333
3,58,0,7,0,37.0,0.375
8,75,0,9,8,75.0,0.8
5,71,0,6,9,61.0,0.7142857142857143
1,46,0,9,8,17.0,0.1
7,94,0,9,6,87.0,0.7
5,67,0,9,7,52.0,0.5
6,83,1,7,1,71.0,0.75
6,57,1,4,9,46.0,1.2
8,99,1,8,9,99.0,0.8888888888888888
9,44,1,9,6,40.0,0.9
2,62,0,5,0,42.0,0.3333333333333333
9,94,0,9,2,91.0,0.9
9,61,1,9,5,57.0,0.9
7,65,1,4,4,58.0,1.4
1,81,1,5,4,55.0,0.16666666666666666
7,51,1,4,8,46.0,1.4
5,79,0,9,5,64.0,0.5
6,58,1,4,2,45.0,1.2
7,86,0,4,1,78.0,1.4
5,40,0,6,8,24.0,0.7142857142857143
7,42,0,7,9,36.0,0.875
9,66,1,8,3,65.0,1.0
3,57,1,7,4,35.0,0.375
8,89,0,7,8,87.0,1.0
2,69,1,5,4,45.0,0.3333333333333333
7,41,1,6,6,35.0,1.0
2,44,0,6,1,18.0,0.2857142857142857
4,68,0,4,1,46.0,0.8
7,72,1,7,3,63.0,0.875
3,81,0,8,7,62.0,0.3333333333333333
2,59,1,5,1,35.0,0.3333333333333333
7,69,1,6,9,63.0,1.0
1,81,0,4,6,58.0,0.2
8,44,0,8,0,37.0,0.8888888888888888
3,89,1,7,8,74.0,0.375
2,60,0,8,9,40.0,0.2222222222222222
3,97,1,6,5,78.0,0.42857142857142855
5,54,0,5,0,38.0,0.8333333333333334
8,59,1,7,9,55.0,1.0
7,47,0,5,5,39.0,1.1666666666666667
7,88,1,9,4,84.0,0.7
7,70,1,8,4,60.0,0.7777777777777778
8,51,0,8,4,47.0,0.8888888888888888
1,60,1,4,3,34.0,0.2
4,69,1,7,6,54.0,0.5
6,66,1,8,8,56.0,0.6666666666666666
9,83,1,6,3,82.0,1.2857142857142858
2,65,1,9,1,45.0,0.2
1,72,0,6,1,45.0,0.14285714285714285
2,65,1,5,1,43.0,0.3333333333333333
7,65,1,9,6,57.0,0.7
3,75,1,9,3,56.0,0.3
2,79,0,6,3,56.0,0.2857142857142857
7,40,0,8,0,30.0,0.7777777777777778
2,98,1,6,3,75.0,0.2857142857142857
3,54,1,7,5,33.0,0.375
7,89,0,5,1,80.0,1.1666666666666667
4,40,0,9,3,27.0,0.4
1,50,1,7,6,26.0,0.125
5,94,0,8,8,81.0,0.5555555555555556
9,41,1,8,1,41.0,1.0
8,40,1,6,7,34.0,1.1428571428571428
9,70,1,4,5,68.0,1.8
9,83,0,9,7,83.0,0.9
7,55,1,9,1,44.0,0.7
4,93,1,4,0,75.0,0.8
5,61,0,8,6,52.0,0.5555555555555556
1,81,1,8,8,56.0,0.1111111111111111
1,57,1,9,8,37.0,0.1
3,86,1,5,1,67.0,0.5
8,56,0,9,3,50.0,0.8
2,69,0,8,0,46.0,0.2222222222222222
4,49,1,8,6,31.0,0.4444444444444444
2,74,0,5,1,51.0,0.3333333333333333
5,97,1,7,3,82.0,0.625
9,60,1,7,1,58.0,1.125
1,55,0,5,0,31.0,0.16666666666666666
5,45,0,5,6,29.0,0.8333333333333334
9,42,1,7,5,40.0,1.125
1,80,0,7,1,51.0,0.125
9,82,0,7,3,79.0,1.125
8,60,0,7,2,52.0,1.0
4,52,1,9,2,36.0,0.4
5,57,1,9,2,43.0,0.5
5,97,0,6,3,81.0,0.7142857142857143
6,93,1,5,0,81.0,1.0
7,99,1,4,0,84.0,1.4
8,63,0,6,6,55.0,1.1428571428571428
8,66,1,4,4,64.0,1.6
2,93,0,4,2,68.0,0.4
9,43,1,8,8,41.0,1.0
7,61,1,5,4,53.0,1.1666666666666667
4,63,0,9,9,50.0,0.4
4,79,1,6,2,65.0,0.5714285714285714
8,84,0,5,8,78.0,1.3333333333333333
4,49,1,7,0,31.0,0.5
6,41,1,5,8,30.0,1.0
5,79,1,4,4,64.0,1.0
3,45,0,9,5,26.0,0.3
2,87,1,7,1,66.0,0.25
9,57,1,5,7,55.0,1.5
9,56,0,5,2,52.0,1.5
1,77,0,9,0,57.0,0.1
3,84,1,4,6,68.0,0.6
8,62,0,7,2,57.0,1.0
6,85,0,4,3,75.0,1.2
5,69,0,9,4,54.0,0.5
5,97,0,5,0,82.0,0.8333333333333334
6,60,1,6,8,51.0,0.8571428571428571
7,49,0,6,6,43.0,1.0
1,95,1,8,1,68.0,0.1111111111111111
9,82,1,6,0,77.0,1.2857142857142858
3,52,1,9,1,33.0,0.3
4,51,0,9,2,37.0,0.4
1,48,0,9,2,23.0,0.1
3,43,1,7,7,26.0,0.375
2,78,1,8,4,56.0,0.2222222222222222
2,63,0,7,8,42.0,0.25
1,93,0,6,2,65.0,0.14285714285714285
8,73,1,6,5,66.0,1.1428571428571428
3,78,0,5,3,57.0,0.5
3,80,0,7,7,59.0,0.375
6,44,1,4,0,28.0,1.2
8,54,0,5,3,46.0,1.3333333333333333
9,89,0,7,6,84.0,1.125
9,43,1,9,8,42.0,0.9
4,90,0,8,0,73.0,0.4444444444444444
5,91,1,7,7,77.0,0.625
2,97,0,8,1,74.0,0.2222222222222222
9,78,1,8,3,75.0,1.0
8,97,0,6,3,94.0,1.1428571428571428
3,47,1,4,7,27.0,0.6
9,88,0,7,1,89.0,1.125
3,84,0,4,6,62.0,0.6
9,63,0,8,2,59.0,1.0
2,92,1,6,8,73.0,0.2857142857142857
9,67,0,4,4,57.0,1.8
8,94,1,5,7,90.0,1.3333333333333333
9,82,0,8,4,80.0,1.0
5,66,0,5,0,50.0,0.8333333333333334
2,40,0,9,8,18.0,0.2
8,73,0,4,9,68.0,1.6
6,56,0,4,6,39.0,1.2
8,76,0,4,3,67.0,1.6
5,77,1,9,6,69.0,0.5
2,65,1,7,4,43.0,0.25
6,96,0,8,9,84.0,0.6666666666666666
5,63,0,8,8,50.0,0.5555555555555556
5,78,0,8,1,65.0,0.5555555555555556
1,99,0,7,3,74.0,0.125
2,60,0,4,5,35.0,0.4
8,69,1,4,4,61.0,1.6
3,86,0,9,0,64.0,0.3
3,90,0,5,8,66.0,0.5
8,87,1,7,8,81.0,1.0
8,96,1,6,2,93.0,1.1428571428571428
2,52,1,7,3,28.0,0.25
8,76,0,9,3,71.0,0.8
1,42,0,5,9,13.0,0.16666666666666666
6,71,0,5,7,59.0,1.0
8,74,0,5,5,67.0,1.3333333333333333
3,58,0,4,1,35.0,0.6
8,53,1,6,3,46.0,1.1428571428571428
1,87,0,5,0,59.0,0.16666666666666666
9,61,0,8,2,57.0,1.0
9,56,0,4,3,51.0,1.8
5,98,1,6,7,80.0,0.7142857142857143
4,43,0,8,2,22.0,0.4444444444444444
6,84,0,6,4,71.0,0.8571428571428571
7,79,0,9,0,73.0,0.7
5,58,0,6,3,40.0,0.7142857142857143
9,76,1,8,1,75.0,1.0
3,41,1,7,3,24.0,0.375
7,54,1,6,4,45.0,1.0
5,41,0,7,2,25.0,0.625
7,50,1,6,5,42.0,1.0
2,84,1,9,1,63.0,0.2
4,62,0,8,4,44.0,0.4444444444444444
2,49,0,6,3,26.0,0.2857142857142857
7,42,1,5,4,31.0,1.1666666666666667
2,44,1,9,8,26.0,0.2
1,42,1,5,5,15.0,0.16666666666666666
9,77,1,9,6,77.0,0.9
1,52,0,9,7,31.0,0.1
8,81,0,6,8,75.0,1.1428571428571428
2,58,1,8,4,34.0,0.2222222222222222
8,79,1,8,7,74.0,0.8888888888888888
3,89,1,4,1,68.0,0.6
6,74,0,8,9,64.0,0.6666666666666666
3,63,0,7,8,43.0,0.375
7,63,0,6,1,54.0,1.0
9,56,1,5,4,53.0,1.5
2,79,0,8,5,56.0,0.2222222222222222
5,49,1,5,3,34.0,0.8333333333333334
6,41,1,4,7,27.0,1.2
4,83,0,6,9,66.0,0.5714285714285714
4,62,1,8,2,41.0,0.4444444444444444
4,45,0,5,4,25.0,0.6666666666666666
2,41,0,9,1,20.0,0.2
4,60,1,8,2,45.0,0.4444444444444444
1,94,1,4,7,70.0,0.2
6,95,0,9,4,86.0,0.6
1,74,0,5,2,46.0,0.16666666666666666
6,88,0,5,4,73.0,1.0
1,68,0,6,8,42.0,0.14285714285714285
6,46,0,6,2,27.0,0.8571428571428571
8,68,0,5,9,64.0,1.3333333333333333
2,92,0,9,6,71.0,0.2
2,76,1,6,7,56.0,0.2857142857142857
4,62,0,5,4,43.0,0.6666666666666666
3,72,1,9,2,50.0,0.3
4,47,1,7,5,31.0,0.5
7,51,0,8,2,42.0,0.7777777777777778
1,85,0,7,8,60.0,0.125
6,87,0,7,1,76.0,0.75
3,49,0,8,2,28.0,0.3333333333333333
7,54,0,5,6,45.0,1.1666666666666667
2,92,1,5,9,71.0,0.3333333333333333
2,63,1,6,7,44.0,0.2857142857142857
4,65,0,4,4,48.0,0.8
1,86,0,5,4,57.0,0.16666666666666666
3,81,0,8,4,61.0,0.3333333333333333
9,92,0,4,3,86.0,1.8
7,99,1,8,8,95.0,0.7777777777777778
7,78,1,8,5,70.0,0.7777777777777778
4,97,1,8,7,81.0,0.4444444444444444
2,42,0,4,7,18.0,0.4
4,41,0,7,4,24.0,0.5
6,45,0,9,8,32.0,0.6
3,60,1,8,1,40.0,0.3333333333333333
1,48,1,6,7,25.0,0.14285714285714285
8,49,1,5,2,41.0,1.3333333333333333
5,75,0,9,6,66.0,0.5
5,98,1,5,8,83.0,0.8333333333333334
4,42,0,5,4,22.0,0.6666666666666666
6,80,1,4,7,70.0,1.2
3,63,0,6,3,42.0,0.42857142857142855
9,61,0,6,0,56.0,1.2857142857142858
